NEIGHBORS,ACCURACY
265,52.838
266,52.921
267,52.975
268,53.117
269,53.186
270,53.077
271,52.852
272,52.838
273,53.121
274,52.959
275,52.835
276,53.038
277,53.152
278,52.995
279,53.059
280,52.837
281,52.856
282,52.908
283,53.011
284,52.98
285,52.977
286,53.036
287,53.068
288,53.0
289,52.855
290,53.141
291,52.958
292,52.834
293,52.942
294,52.955
295,53.086
296,52.94
297,52.901
298,52.705
299,53.11
300,53.006
301,52.934
302,52.909
303,52.991
304,52.892
305,52.862
306,52.899
307,52.749
308,52.92
309,52.82
310,52.987
311,52.739
312,52.895
313,52.853
314,52.964
315,52.762
316,52.809
317,52.556
318,52.716
319,52.9
320,52.791
321,52.817
322,52.821
323,52.849
324,52.886
325,52.724
326,52.795
327,53.046
328,52.766
329,52.673
330,52.784
331,52.665
332,52.844
333,52.638
334,52.774
335,52.829
336,52.746
337,52.738
338,52.705
339,52.688
340,53.06
341,52.842
342,52.915
343,52.901
344,52.884
345,52.594
346,52.73
347,52.821
348,52.82
349,52.842
350,52.722
351,52.532
352,52.444
353,52.835
354,52.755
355,52.448
356,52.774
357,52.897
358,52.541
359,52.871
360,52.554
361,52.785
362,52.628
363,52.589
364,52.818
365,52.556
366,52.535
367,52.902
368,52.565
369,52.521
370,52.538
371,52.755
372,52.658
373,52.719
374,52.608
375,52.682
376,52.634
377,52.74
378,52.642
379,52.653
380,52.501
381,52.57
382,52.454
383,52.625
384,52.475
385,52.634
386,52.75
387,52.657
388,52.558
389,52.676
390,52.612
391,52.564
392,52.594
393,52.628
394,52.75
395,52.515
396,52.6
397,52.549
398,52.481
399,52.481
400,52.488
401,52.534
402,52.443
403,52.564
404,52.522
405,52.399
406,52.717
407,52.612
408,52.49
409,52.595
410,52.594
411,52.454
412,52.758
413,52.403
414,52.352
415,52.689
416,52.274
417,52.597
418,52.533
419,52.356
420,52.351
421,52.627
422,52.357
423,52.486
424,52.388
425,52.597
426,52.709
427,52.421
428,52.442
429,52.677
430,52.443
431,52.607
432,52.442
433,52.602
434,52.373
435,52.607
436,52.532
437,52.461
438,52.624
439,52.454
440,52.593
441,52.464
442,52.43
443,52.433
444,52.489
445,52.207
446,52.378
447,52.612
448,52.287
449,52.212
450,52.467
451,52.375
452,52.358
453,52.633
454,52.466
455,52.535
456,52.271
457,52.663
458,52.437
459,52.428
460,52.296
461,52.612
462,52.282
463,52.322
464,52.385
465,52.161
466,52.384
467,52.496
468,52.542
469,52.64
470,52.313
471,52.231
472,52.233
473,52.576
474,52.386
475,52.294
476,52.089
477,52.392
478,52.456
479,52.261
480,52.368
481,52.205
482,52.075
483,52.437
484,52.102
485,52.399
486,52.215
487,52.276
488,52.446
489,52.181
490,52.346
491,52.254
492,52.2
493,52.157
494,52.337
495,52.364
496,52.234
497,52.335
498,52.408
499,52.543
500,52.181
501,52.288
502,52.406
503,52.368
504,52.136
505,52.43
506,52.246
507,52.183
508,52.237
509,52.422
510,52.178
511,52.087
512,52.22
513,52.137
514,52.499
515,52.419
516,52.371
517,52.2
518,52.198
519,52.231
520,52.091
521,52.184
522,52.412
523,52.109
524,52.304
525,52.253
526,52.274
527,52.135
528,52.483
529,52.169
530,52.419
531,52.255
532,52.185
533,52.444
534,52.162
535,52.569
536,52.109
537,52.254
538,52.113
539,52.306
540,52.153
541,52.34
542,52.118
543,51.957
544,52.217
545,52.365
546,52.22
547,52.243
548,51.92
549,52.383
550,52.195
551,52.421
552,52.232
553,52.223
554,52.306
555,52.129
556,52.282
557,52.004
558,51.975
559,52.328
560,52.196
561,52.161
562,52.142
563,52.083
564,52.317
565,52.096
566,52.053
567,52.301
568,52.021
569,52.346
570,52.195
571,52.03
572,52.197
573,51.989
574,52.005
575,52.049
576,52.025
577,52.02
578,52.089
579,52.122
580,52.549
581,52.076
582,51.984
583,52.366
584,52.033
585,52.162
586,52.326
587,52.028
588,51.918
589,52.05
590,52.075
591,52.011
592,52.051
593,51.888
594,52.043
595,52.008
596,51.978
597,52.122
598,52.059
599,52.048
600,52.284
601,52.229
602,52.167
603,52.141
604,52.104
605,52.055
606,51.948
607,51.902
608,51.98
609,52.162
610,52.152
611,51.967
612,51.963
613,51.936
614,51.862
615,52.205
616,51.952
617,51.963
618,52.207
619,52.134
620,51.852
621,52.04
622,52.052
623,52.101
624,51.962
625,52.139
626,51.727
627,52.161
628,51.958
629,52.046
630,51.74
631,52.167
632,51.931
633,52.052
634,52.317
635,52.08
636,51.808
637,52.157
638,51.887
639,51.979
640,51.982
641,51.937
642,52.16
643,52.038
644,51.939
645,52.286
646,52.112
647,51.974
648,52.114
649,52.041
650,52.101
651,51.756
652,51.921
653,51.922
654,51.831
655,52.045
