60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
42,1
60,1
60,1
60,0
60,1
60,1
60,0
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
50,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
59,0
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
30,0
59,0
60,1
60,0
60,1
60,1
49,0
57,0
57,0
60,0
60,0
59,0
60,1
60,1
60,1
60,1
60,1
60,0
60,0
60,0
60,1
60,1
60,0
60,1
60,1
32,0
60,1
43,0
55,1
60,0
60,1
60,1
60,1
60,0
60,0
60,1
60,1
60,1
60,1
60,1
60,1
44,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
54,0
60,0
60,1
59,0
60,1
60,1
60,1
60,1
60,1
39,0
40,0
60,1
60,1
50,0
60,1
60,1
42,0
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
45,0
53,0
60,1
60,1
60,1
60,1
60,1
60,0
60,0
39,0
57,0
54,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
31,0
60,1
60,1
46,1
60,1
60,1
41,0
60,1
60,0
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
45,1
59,0
60,1
60,1
60,1
52,1
60,1
60,0
56,0
60,0
41,0
60,1
55,0
60,0
60,1
60,1
60,0
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
59,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
50,1
60,1
60,1
43,0
60,1
45,0
60,1
60,1
60,1
60,1
60,1
43,0
60,0
59,1
60,1
43,0
60,1
60,1
60,0
60,0
60,1
60,1
60,1
53,1
60,1
60,1
59,1
60,0
60,0
60,1
60,1
43,1
46,1
57,1
57,1
40,0
42,0
60,1
59,0
49,0
33,0
60,1
60,0
60,1
60,1
55,1
60,0
57,0
60,0
60,1
60,0
54,1
44,0
60,1
60,1
31,0
32,0
42,1
60,0
60,1
60,1
60,1
60,1
60,1
50,0
60,1
57,1
60,1
59,0
60,0
60,1
60,1
49,1
57,1
32,0
54,0
60,0
60,1
60,1
51,0
44,0
60,0
60,1
53,1
60,1
60,0
60,1
39,0
55,0
57,0
60,1
59,0
46,0
60,1
39,0
60,1
57,0
53,0
60,1
60,0
44,0
60,0
60,0
60,1
60,1
60,1
59,0
50,0
60,1
60,1
59,0
60,1
60,0
60,1
59,1
60,1
60,0
60,1
59,1
60,0
57,0
60,1
60,1
60,1
60,1
35,0
60,1
60,1
60,1
60,0
60,1
47,1
59,1
60,0
59,0
32,1
60,1
60,1
58,0
60,1
60,1
60,1
60,0
60,1
60,1
59,0
40,0
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
59,0
59,1
60,1
54,1
60,0
60,0
37,1
60,1
60,0
60,1
60,0
55,1
60,0
60,1
60,1
39,0
60,0
59,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
53,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
51,0
60,1
60,1
60,1
60,1
60,1
60,0
60,0
60,1
60,1
58,1
60,0
60,0
60,0
60,1
60,1
60,1
60,1
60,0
35,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
31,1
60,1
56,1
60,1
55,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
59,0
60,0
60,1
60,1
60,1
60,1
60,1
60,1
57,0
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,1
52,1
59,1
57,0
60,1
39,1
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,0
60,0
60,1
49,0
60,1
58,0
60,1
60,0
60,0
40,1
60,1
60,0
45,0
60,1
60,0
60,1
60,1
60,1
60,1
60,1
60,1
60,1
